Company Name,DUNS Number,Address: line1,Address: line2,City,State/Province,State/Province ISO code,Country,Annual Sales,Industry,SIC Code,Website,Contact Job Title,Gender,Personal Linkedin Link,Contact First Name,Contact Last Name,No of PCs,No of Servers,No of Colur Printers,Major Network Brand,No of Laser Printers
Sprint Corp.,70-510-8083,5,91538 Del Sol Trail,Bakersfield,Arkansas,AR,United States,4275100839,Accommodation & Food Services,36047710,g.co,Vice President - Operation,Male,www.linkedin.com/Howard,Howard,FERGUSON,627,68,139,,7
SPX Corp,70-510-8084,5,91538 Del Sol Trail,Bakersfield,Pennsylvania,PA,United States,7380685064,Government,36047711,g.co,Member - Finance,Male,www.linkedin.com/Ismail,Ismail,BARNES,447,61,171,,8
St. Jude Medical Inc,70-510-8085,5,91538 Del Sol Trail,Bakersfield,Iowa,IA,United States,8137979004,Manufacturing,36047712,g.co,Deputy Manager - comm - sys,Female,www.linkedin.com/Samuela,Samuela,NELSON,414,28,81,,6
St. Paul Cos.,70-510-8086,5,91538 Del Sol Trail,Bakersfield,Virginia,VA,United States,6000159191,Electrical & Electronics,36047713,g.co,Manager - Accounts & Finance,Male,www.linkedin.com/Aram,Aram,PETERS,177,31,45,,11
Staff Leasing Inc.,70-510-8087,5,91538 Del Sol Trail,Bakersfield,California,CA,United States,6703733972,"Real Estate, Rental & Leasing",36047714,g.co,Assistant Manager - Purchase,Male,www.linkedin.com/Royal,Royal,FORD,442,67,155,,11
StanCorp Financial Group Inc,70-510-8088,5,91538 Del Sol Trail,Bakersfield,Delaware,DE,United States,6576925763,Diversified,36047715,g.co,Government Nominee Director,Male,www.linkedin.com/Howie,Howie,REYNOLDS,675,57,196,,12
Standard Pacific Corp.,70-510-8089,5,91538 Del Sol Trail,Bakersfield,Maryland,MD,United States,1991657126,"Arts, Entertainment & Recreation",36047716,g.co,Incharge - IT,Female,www.linkedin.com/Gladi,Gladi,BROWN,314,56,95,,8
Stanley Works,70-510-8090,5,91538 Del Sol Trail,Bakersfield,Nebraska,NE,United States,9021624066,Construction & Engineering Services,36047717,g.co,General Manager - Marketing & Branding,Male,www.linkedin.com/Berke,Berke,WOOD,254,24,158,,12
Staples Inc,70-510-8091,5,91538 Del Sol Trail,Bakersfield,South Dakota,SD,United States,3220462825,Construction & Engineering Services,36047718,g.co,Junior General Manager,Female,www.linkedin.com/Barbabra,Barbabra,CURTIS,336,56,189,,9
Starbucks Corp,70-510-8092,5,91538 Del Sol Trail,Bakersfield,Arkansas,AR,United States,5798827849,Finance & Insurance,36047719,g.co,Chief Executive Officer - IT,Female,www.linkedin.com/Gene,Gene,FLEMING,922,69,38,,19
Starwood Hotels & Resorts Worldwide Inc,70-510-8093,5,91538 Del Sol Trail,Bakersfield,Nevada,NV,United States,6245126006,Health & Community Services,36047720,g.co,Director - Networking,Female,www.linkedin.com/Nellie,Nellie,ROBERTS,640,20,143,,13
State Street Corp.,70-510-8094,5,91538 Del Sol Trail,Bakersfield,Oklahoma,OK,United States,7546148323,Health & Community Services,36047721,g.co,Manager - Public Relation,Female,www.linkedin.com/Nance,Nance,LEONARD,641,38,155,,15
Stater Bros. Holdings Inc.,70-510-8095,5,91538 Del Sol Trail,Bakersfield,Iowa,IA,United States,7004393785,Accommodation & Food Services,36047722,g.co,Executive,Female,www.linkedin.com/Nadine,Nadine,ELLIOTT,610,53,181,,10
Steelcase Inc,70-510-8096,5,91538 Del Sol Trail,Bakersfield,Nevada,NV,United States,1848110024,MINING,36047723,g.co,Engineer - Networks,Female,www.linkedin.com/Cindi,Cindi,HOUSE,934,43,99,,19
Stein Mart Inc,70-510-8097,5,91538 Del Sol Trail,Bakersfield,North Carolina,NC,United States,1292679421,WHOLESALE & RETAIL TRADE,36047724,g.co,It,Male,www.linkedin.com/Mac,Mac,HALL,523,27,87,,12
Stewart & Stevenson Services Inc,70-510-8098,5,91538 Del Sol Trail,Bakersfield,Michigan,MI,United States,4812137245,Health & Community Services,36047725,g.co,Senior Manager - EDP,Male,www.linkedin.com/Dino,Dino,HILL,262,39,89,,12
Stewart Information Services Corp,70-510-8099,5,91538 Del Sol Trail,Bakersfield,Washington,WA,United States,1374412334,WHOLESALE & RETAIL TRADE,36047726,g.co,Adg,Male,www.linkedin.com/Brad,Brad,PARKER,788,32,94,,14
Stilwell Financial Inc,70-510-8100,5,91538 Del Sol Trail,Bakersfield,Maine,ME,United States,5063219519,Electrical & Electronics,36047727,g.co,Senior General Manager - Manufacturing,Female,www.linkedin.com/Harlene,Harlene,HALE,435,47,33,,19
Storage Technology Corporation,70-510-8101,5,91538 Del Sol Trail,Bakersfield,Texas,TX,United States,5971983576,Transport & Warehousing,36047728,g.co,Director Finance & Financial Adviser,Male,www.linkedin.com/Reese,Reese,LEONARD,331,49,119,,6
Stryker Corp,70-510-8102,5,91538 Del Sol Trail,Bakersfield,Maryland,MD,United States,2332148094,Information & Media,36047729,g.co,Executive,Female,www.linkedin.com/Julietta,Julietta,COLE,472,43,197,,8
Sun Healthcare Group Inc.,70-510-8103,5,91538 Del Sol Trail,Bakersfield,West Virginia,WV,United States,9748571531,Diversified,36047730,g.co,Director - Finance & Accounts,Male,www.linkedin.com/Tobin,Tobin,WILSON,762,28,54,,13
Sun Microsystems Inc.,70-510-8104,5,91538 Del Sol Trail,Bakersfield,Rhode Island,RI,United States,4678462355,IT Supplier,36047731,g.co,President - Pharmaceutical Services & Active Ingre,Male,www.linkedin.com/Miguel,Miguel,CHURCH,982,58,159,,11
SunGard Data Systems Inc.,70-510-8105,5,91538 Del Sol Trail,Bakersfield,Washington DC,DC,United States,1894947313,Utilities & Waste Management,36047732,g.co,Assistant General Manager - Departm,Male,www.linkedin.com/Larry,Larry,FISHER,433,25,171,,15
Sunoco Inc.,70-510-8106,5,91538 Del Sol Trail,Bakersfield,Ohio,OH,United States,6695524839,Accommodation & Food Services,36047733,g.co,Executive - HR,Female,www.linkedin.com/Ginny,Ginny,LITTLE,946,48,158,,12
SunTrust Banks Inc,70-510-8107,5,91538 Del Sol Trail,Bakersfield,Mississippi,MS,United States,2027531367,Business Management and Scientific Services,36047734,g.co,Senior Office Superintendent,Female,www.linkedin.com/Maurene,Maurene,HOLLAND,226,25,59,,18
Supervalu Inc,70-510-8108,5,91538 Del Sol Trail,Bakersfield,South Carolina,SC,United States,4569738042,"Real Estate, Rental & Leasing",36047735,g.co,Manager - Operations,Male,www.linkedin.com/Roberto,Roberto,MORGAN,982,51,109,,14
"Swift Transportation, Co., Inc",70-510-8109,5,91538 Del Sol Trail,Bakersfield,South Dakota,SD,United States,9476673579,Transport & Warehousing,36047736,g.co,Deputy Director,Male,www.linkedin.com/Amadeus,Amadeus,WILSON,530,57,36,,5
Symbol Technologies Inc,70-510-8110,5,91538 Del Sol Trail,Bakersfield,Wisconsin,WI,United States,5280163701,IT Supplier,36047737,g.co,Deputy General Manager - Marketing,Male,www.linkedin.com/Konrad,Konrad,MYERS,108,37,38,,16
Synovus Financial Corp.,70-510-8111,5,91538 Del Sol Trail,Bakersfield,Nevada,NV,United States,5824922471,Accommodation & Food Services,36047738,g.co,Director - Program,Male,www.linkedin.com/Nelson,Nelson,BLAIR,975,67,197,,15
Sysco Corp,70-510-8112,5,91538 Del Sol Trail,Bakersfield,Connecticut,CT,United States,5931261564,Banking,36047739,g.co,Lead - Unixsa,Male,www.linkedin.com/Englebart,Englebart,ISLAND,570,42,149,,15
Systemax Inc.,70-510-8113,5,91538 Del Sol Trail,Bakersfield,Florida,FL,United States,1024866676,WHOLESALE & RETAIL TRADE,36047740,g.co,Group Chief Human Resources Officer,Male,www.linkedin.com/Aleks,Aleks,GREGORY,240,46,158,,15
Target Corp.,70-510-8114,5,91538 Del Sol Trail,Bakersfield,California,CA,United States,5554724827,Government,36047741,g.co,Delivery Services India,Male,www.linkedin.com/Rodger,Rodger,TUCKER,200,30,167,,19
Tech Data Corporation,70-510-8115,5,91538 Del Sol Trail,Bakersfield,Vermont,VT,United States,6899835114,Finance & Insurance,36047742,g.co,Assistant General Manager - Technology Services,Male,www.linkedin.com/Tyler,Tyler,ROBERT,816,54,33,,7
TECO Energy Inc,70-510-8116,5,91538 Del Sol Trail,Bakersfield,Virgin Islands,VI,United States,3130572130,Telecommunications,36047743,g.co,Group Manager - HR,Female,www.linkedin.com/Sharla,Sharla,MAY,941,24,110,,9
Tecumseh Products Company,70-510-8117,5,91538 Del Sol Trail,Bakersfield,Kentucky,KY,United States,4558029184,Electrical & Electronics,36047744,g.co,Head - Regional,Male,www.linkedin.com/Albatros,Albatros,HOWELL,897,28,164,,6
Tektronix Inc,70-510-8118,5,91538 Del Sol Trail,Bakersfield,Arkansas,AR,United States,1518455896,Banking,36047745,g.co,Head - Support & Services,Male,www.linkedin.com/Jude,Jude,FLEMING,329,42,54,,11
Teleflex Incorporated,70-510-8119,5,91538 Del Sol Trail,Bakersfield,Colorado,CO,United States,4384670158,Banking,36047746,g.co,Solution Specialist,Male,www.linkedin.com/Vernor,Vernor,BROWN,596,48,66,,10
Telephone & Data Systems Inc,70-510-8120,5,91538 Del Sol Trail,Bakersfield,Michigan,MI,United States,2475386578,MINING,36047747,g.co,Engineer - EOS,Male,www.linkedin.com/Engelbert,Engelbert,BARTON,166,64,91,,12
Tellabs Inc.,70-510-8121,5,91538 Del Sol Trail,Bakersfield,Kansas,KS,United States,5434408443,Business Management and Scientific Services,36047748,g.co,Engineer - Information Systems,Female,www.linkedin.com/Tisha,Tisha,KING,415,70,170,,20
Temple-Inland Inc,70-510-8122,5,91538 Del Sol Trail,Bakersfield,Oklahoma,OK,United States,1025754349,Finance & Insurance,36047749,g.co,VSAT - NOC Engineer,Male,www.linkedin.com/Dewitt,Dewitt,WHITE,892,40,140,,15
Tenet Healthcare Corporation,70-510-8123,5,91538 Del Sol Trail,Bakersfield,Vermont,VT,United States,7977673850,"Arts, Entertainment & Recreation",36047750,g.co,Vice President - Manufacturing,Female,www.linkedin.com/Rani,Rani,SHAW,546,24,75,,5
Tenneco Automotive Inc.,70-510-8124,5,91538 Del Sol Trail,Bakersfield,Iowa,IA,United States,9482542190,Manufacturing,36047751,g.co,Assistant Manager - IT & Systems,Female,www.linkedin.com/Kevyn,Kevyn,PEARSON,103,32,128,,14
Teradyne Inc,70-510-8125,5,91538 Del Sol Trail,Bakersfield,Tennessee,TN,United States,2675130480,IT Supplier,36047752,g.co,Senior Associate - HR,Male,www.linkedin.com/Barbabas,Barbabas,HOPKINS,889,44,175,,11
Terex Corp,70-510-8126,5,91538 Del Sol Trail,Bakersfield,New Jersey,NJ,United States,3463308269,Transport & Warehousing,36047753,g.co,Global Head - Data Center Transformation,Female,www.linkedin.com/Federica,Federica,BURKE,906,57,100,,8
Tesoro Petroleum Corp.,70-510-8127,5,91538 Del Sol Trail,Bakersfield,Vermont,VT,United States,8386172206,"Real Estate, Rental & Leasing",36047754,g.co,Head - Product Strategy,Male,www.linkedin.com/Anurag,Anurag,PARK,638,63,140,,7
Texas Industries Inc.,70-510-8128,5,91538 Del Sol Trail,Bakersfield,Vermont,VT,United States,2691698733,"Arts, Entertainment & Recreation",36047755,g.co,Chief General Manager - HR,Male,www.linkedin.com/Pablo,Pablo,TODD,310,58,91,,9
Texas Instruments Incorporated,70-510-8129,5,91538 Del Sol Trail,Bakersfield,South Carolina,SC,United States,3627030547,Finance & Insurance,36047756,g.co,Management Trainee,Male,www.linkedin.com/Rory,Rory,POWELL,433,59,125,,6
Textron Inc,70-510-8130,5,91538 Del Sol Trail,Bakersfield,North Carolina,NC,United States,3531769617,Government,36047757,g.co,Principal consultant,Female,www.linkedin.com/Maria,Maria,HUDSON,570,56,142,,16
Thermo Electron Corporation,70-510-8131,5,91538 Del Sol Trail,Bakersfield,Indiana,IN,United States,3561875789,"Arts, Entertainment & Recreation",36047758,g.co,Executive Director & Head - Finance,Male,www.linkedin.com/Douglass,Douglass,HILL,980,29,42,,15
Thomas & Betts Corporation,70-510-8132,5,91538 Del Sol Trail,Bakersfield,Idaho,ID,United States,9472590663,"Arts, Entertainment & Recreation",36047759,g.co,Personal Secretary,Male,www.linkedin.com/Salman,Salman,ISLAND,221,32,64,,7
Tiffany & Co,70-510-8133,5,91538 Del Sol Trail,Bakersfield,Nevada,NV,United States,1991227764,Manufacturing,36047760,g.co,Head - Marketing & Business,Female,www.linkedin.com/Mechelle,Mechelle,BRYAN,343,44,104,,6
Timken Company,70-510-8134,5,91538 Del Sol Trail,Bakersfield,Montana,MT,United States,3002346094,IT Supplier,36047761,g.co,Vice President - CR Steel & Exports,Female,www.linkedin.com/Wynne,Wynne,PORTER,314,32,154,,9
TJX Companies Inc,70-510-8135,5,91538 Del Sol Trail,Bakersfield,Alabama,AL,United States,4832270706,"Arts, Entertainment & Recreation",36047762,g.co,Officer - Customer Care,Male,www.linkedin.com/Cornelius,Cornelius,PERKINS,912,33,80,,20
TMP Worldwide Inc,70-510-8136,5,91538 Del Sol Trail,Bakersfield,Maine,ME,United States,1119519398,Finance & Insurance,36047763,g.co,Senior Manager - Data Network Service,Male,www.linkedin.com/Murdock,Murdock,EDWARDS,640,22,160,,8
Toll Brothers Inc,70-510-8137,5,91538 Del Sol Trail,Bakersfield,Kentucky,KY,United States,6005195203,Diversified,36047764,g.co,Network Lead,Male,www.linkedin.com/Robbert,Robbert,HAMMOND,893,30,109,,17
Torchmark Corporation,70-510-8138,5,91538 Del Sol Trail,Bakersfield,Kentucky,KY,United States,2485002919,Education Services,36047765,g.co,Director - Corporate Planning & Marketing,Female,www.linkedin.com/Rozanne,Rozanne,HOLMES,614,23,149,,19
Toro Company,70-510-8139,5,91538 Del Sol Trail,Bakersfield,Idaho,ID,United States,1703033312,Construction & Engineering Services,36047766,g.co,CFO,Female,www.linkedin.com/Joelynn,Joelynn,DAWSON,291,37,97,,15
Tower Automotive Inc.,70-510-8140,5,91538 Del Sol Trail,Bakersfield,Illinois,IL,United States,7167811317,Utilities & Waste Management,36047767,g.co,Nodal Officer,Female,www.linkedin.com/Micky,Micky,FULLER,879,35,179,,6
Toys 'R' Us Inc,70-510-8141,5,91538 Del Sol Trail,Bakersfield,Oregon,OR,United States,8568297007,Government,36047768,g.co,Executive - IT,Male,www.linkedin.com/Desmund,Desmund,SAUNDERS,697,58,161,,17
Trans World Entertainment Corp.,70-510-8142,5,91538 Del Sol Trail,Bakersfield,Massachusetts,MA,United States,9164370720,Banking,36047769,g.co,President,Female,www.linkedin.com/Freddie,Freddie,LEWIS,755,63,45,,14
TransMontaigne Inc,70-510-8143,5,91538 Del Sol Trail,Bakersfield,Virgin Islands,VI,United States,9435884734,Health & Community Services,36047770,g.co,Joint General Manager - Infra,Male,www.linkedin.com/Duffy,Duffy,HUGHES,703,30,123,,8
Transocean Inc,70-510-8144,5,91538 Del Sol Trail,Bakersfield,Indiana,IN,United States,5058352982,Banking,36047771,g.co,Manager - Sales,Male,www.linkedin.com/Shea,Shea,FOWLER,800,64,76,,20
TravelCenters of America Inc.,70-510-8145,5,91538 Del Sol Trail,Bakersfield,Arizona,AZ,United States,2332089318,Construction & Engineering Services,36047772,g.co,Manager - Administration,Female,www.linkedin.com/Idette,Idette,MILES,474,44,44,,16
Triad Hospitals Inc,70-510-8146,5,91538 Del Sol Trail,Bakersfield,Utah,UT,United States,6359857407,Health & Community Services,36047773,g.co,Senior Joint President - Marketing,Female,www.linkedin.com/Emmeline,Emmeline,FLEMING,557,51,103,,6
Tribune Company,70-510-8147,5,91538 Del Sol Trail,Bakersfield,Washington DC,DC,United States,1979731505,Personal & Other Services,36047774,g.co,Level F,Male,www.linkedin.com/Stirling,Stirling,WRIGHT,399,69,154,,7
Trigon Healthcare Inc.,70-510-8148,5,91538 Del Sol Trail,Bakersfield,New Mexico,NM,United States,3475526933,WHOLESALE & RETAIL TRADE,36047775,g.co,Executive - Account,Male,www.linkedin.com/Nester,Nester,WRIGHT,878,33,66,,9
Trinity Industries Inc,70-510-8149,5,91538 Del Sol Trail,Bakersfield,Arkansas,AR,United States,3277975987,Personal & Other Services,36047776,g.co,Assistant Director,Female,www.linkedin.com/Candie,Candie,BLAIR,636,38,135,,6
Trump Hotels & Casino Resorts Inc.,70-510-8150,5,91538 Del Sol Trail,Bakersfield,Washington DC,DC,United States,5128972203,Government,36047777,g.co,Head - Procurement,Female,www.linkedin.com/Kaia,Kaia,PIERCE,757,64,68,,9
TruServ Corporation,70-510-8151,5,91538 Del Sol Trail,Bakersfield,Delaware,DE,United States,3256676705,Construction & Engineering Services,36047778,g.co,Senior SME,Female,www.linkedin.com/Lindsay,Lindsay,GEORGE,212,24,47,,20
TRW Inc,70-510-8152,5,91538 Del Sol Trail,Bakersfield,New York,NY,United States,8863027795,Electrical & Electronics,36047779,g.co,Senior Manager - IT - Transaction B,Female,www.linkedin.com/Audrie,Audrie,ANDERSON,167,61,82,,9
TXU Corp,70-510-8153,5,91538 Del Sol Trail,Bakersfield,Texas,TX,United States,1305352761,"Real Estate, Rental & Leasing",36047780,g.co,Engineer - Network,Male,www.linkedin.com/Martie,Martie,WELCH,532,62,181,,16
Tyson Foods Inc,70-510-8154,5,91538 Del Sol Trail,Bakersfield,Florida,FL,United States,4612325254,Personal & Other Services,36047781,g.co,Executive Director - Finance & Admin,Male,www.linkedin.com/Jermayne,Jermayne,MORGAN,890,61,82,,10
U.S. Bancorp,70-510-8155,5,91538 Del Sol Trail,Bakersfield,Nevada,NV,United States,9197533466,Construction & Engineering Services,36047782,g.co,Assistant Manager - IT Networking,Male,www.linkedin.com/Renado,Renado,KING,964,24,199,,14
U.S. Industries Inc.,70-510-8156,5,91538 Del Sol Trail,Bakersfield,Kentucky,KY,United States,3825083593,Health & Community Services,36047783,g.co,Additional General Manager - IT,Female,www.linkedin.com/Cora,Cora,ROGERS,135,44,58,,13
UAL Corporation,70-510-8157,5,91538 Del Sol Trail,Bakersfield,Massachusetts,MA,United States,7939010067,Diversified,36047784,g.co,They want mail,Male,www.linkedin.com/Winfield,Winfield,MILLER,586,52,54,,13
UGI Corporation,70-510-8158,5,91538 Del Sol Trail,Bakersfield,North Dakota,ND,United States,7128760032,Construction & Engineering Services,36047785,g.co,Zonal Manager - HR,Male,www.linkedin.com/Spike,Spike,GREENE,221,62,141,,6
Unified Western Grocers Inc,70-510-8159,5,91538 Del Sol Trail,Bakersfield,Indiana,IN,United States,1104368620,"Arts, Entertainment & Recreation",36047786,g.co,Senior Director - IT,Female,www.linkedin.com/Valera,Valera,ABBOTT,319,59,62,,18
Union Pacific Corporation,70-510-8160,5,91538 Del Sol Trail,Bakersfield,Arkansas,AR,United States,9578099160,Finance & Insurance,36047787,g.co,Senior Executive - Management Infor,Female,www.linkedin.com/Bonita,Bonita,HAYES,612,58,122,,15
Union Planters Corp,70-510-8161,5,91538 Del Sol Trail,Bakersfield,Wisconsin,WI,United States,9305135577,Finance & Insurance,36047788,g.co,Director - Program - Telecom,Female,www.linkedin.com/Zuzana,Zuzana,LEONARD,273,45,185,,9
Unisource Energy Corp,70-510-8162,5,91538 Del Sol Trail,Bakersfield,Oregon,OR,United States,4071948422,Utilities & Waste Management,36047789,g.co,Chief Analytical Officer,Male,www.linkedin.com/Zach,Zach,COOKE,806,42,98,,18
Unisys Corporation,70-510-8163,5,91538 Del Sol Trail,Bakersfield,Vermont,VT,United States,6895000437,Construction & Engineering Services,36047790,g.co,Senior Vice President - Corporate Technology Centr,Male,www.linkedin.com/Bishop,Bishop,ALEXANDER,909,38,123,,7
United Auto Group Inc,70-510-8164,5,91538 Del Sol Trail,Bakersfield,Minnesota,MN,United States,2679379548,MINING,36047791,g.co,General Manager - Recovery & Legal,Male,www.linkedin.com/Benny,Benny,BRYANT,569,53,183,,19
United Defense Industries Inc.,70-510-8165,5,91538 Del Sol Trail,Bakersfield,Missouri,MO,United States,4362591444,Accommodation & Food Services,36047792,g.co,Executive Vice President - IT,Female,www.linkedin.com/Bettie,Bettie,PAUL,662,35,122,,10
United Parcel Service Inc,70-510-8166,5,91538 Del Sol Trail,Bakersfield,Delaware,DE,United States,6237531545,Construction & Engineering Services,36047793,g.co,Editor,Male,www.linkedin.com/Mohamed,Mohamed,JENKINS,868,60,177,,6
United Rentals Inc,70-510-8167,5,91538 Del Sol Trail,Bakersfield,Colorado,CO,United States,4746903151,Finance & Insurance,36047794,g.co,Deputy General Manager - Proposals,Male,www.linkedin.com/Swen,Swen,DAVIS,856,52,193,,14
United Stationers Inc,70-510-8168,5,91538 Del Sol Trail,Bakersfield,Illinois,IL,United States,2871830940,Electrical & Electronics,36047795,g.co,Deputy Managing Director Of Commercial Operations,Male,www.linkedin.com/Jarrett,Jarrett,WATSON,627,38,119,,13
United Technologies Corporation,70-510-8169,5,91538 Del Sol Trail,Bakersfield,New Jersey,NJ,United States,4597855276,Telecommunications,36047796,g.co,Associate Consultant,Female,www.linkedin.com/Fiona,Fiona,MOORE,292,22,73,,18
UnitedHealth Group Incorporated,70-510-8170,5,91538 Del Sol Trail,Bakersfield,Oklahoma,OK,United States,9041279246,Transport & Warehousing,36047797,g.co,Corporate General Manager - Finance,Female,www.linkedin.com/Krystal,Krystal,GEORGE,878,66,49,,19
Unitrin Inc,70-510-8171,5,91538 Del Sol Trail,Bakersfield,New York,NY,United States,4857201173,Diversified,36047798,g.co,Director - Marketing & Strategy,Male,www.linkedin.com/Jerry,Jerry,PHILLIPS,210,38,108,,12
Universal Corporation,70-510-8172,5,91538 Del Sol Trail,Bakersfield,Wisconsin,WI,United States,1053224262,Transport & Warehousing,36047799,g.co,Vice President - Taxation,Female,www.linkedin.com/Fedora,Fedora,PIERCE,326,68,185,,5
Universal Forest Products Inc,70-510-8173,5,91538 Del Sol Trail,Bakersfield,New Jersey,NJ,United States,4279870522,Telecommunications,36047800,g.co,IDC Business Head,Female,www.linkedin.com/Erinn,Erinn,FRANCIS,579,32,126,,19
Universal Health Services Inc,70-510-8174,5,91538 Del Sol Trail,Bakersfield,Pennsylvania,PA,United States,2900383865,WHOLESALE & RETAIL TRADE,36047801,g.co,Associate Executive - IT,Male,www.linkedin.com/Ezekiel,Ezekiel,ANDREWS,927,23,198,,7
Unocal Corporation,70-510-8175,5,91538 Del Sol Trail,Bakersfield,Guam,GU,United States,1971086058,Construction & Engineering Services,36047802,g.co,Deputy General Manager - IT Services,Female,www.linkedin.com/Margalo,Margalo,WM,871,43,54,,9
Unova Inc,70-510-8176,5,91538 Del Sol Trail,Bakersfield,Mississippi,MS,United States,6830536598,WHOLESALE & RETAIL TRADE,36047803,g.co,Principal,Male,www.linkedin.com/Christos,Christos,COLE,446,42,188,,14
UnumProvident Corporation,70-510-8177,5,91538 Del Sol Trail,Bakersfield,Colorado,CO,United States,8080637958,Government,36047804,g.co,Associate - SAP,Male,www.linkedin.com/Haleigh,Haleigh,BLAIR,588,21,169,,11
URS Corporation,70-510-8178,5,91538 Del Sol Trail,Bakersfield,South Dakota,SD,United States,2330152382,Manufacturing,36047805,g.co,Founder & Chairman,Female,www.linkedin.com/Muffin,Muffin,HOLT,298,56,123,,7
US Airways Group Inc,70-510-8179,5,91538 Del Sol Trail,Bakersfield,Michigan,MI,United States,9586446347,Education Services,36047806,g.co,Deputy General Manager - Technology,Female,www.linkedin.com/Donnajean,Donnajean,SHAW,602,63,109,,9
US Oncology Inc,70-510-8180,5,91538 Del Sol Trail,Bakersfield,Nevada,NV,United States,9066167249,WHOLESALE & RETAIL TRADE,36047807,g.co,Assistant Consultant,Female,www.linkedin.com/Merla,Merla,PETERSON,640,43,113,,9
USA Interactive,70-510-8181,5,91538 Del Sol Trail,Bakersfield,Alabama,AL,United States,6579978931,Health & Community Services,36047808,g.co,Deputy General Manager - ERP,Male,www.linkedin.com/Marsh,Marsh,MARY,473,65,105,,18
USFreighways Corporation,70-510-8182,5,91538 Del Sol Trail,Bakersfield,Colorado,CO,United States,3139572978,Telecommunications,36047809,g.co,Program Manager,Female,www.linkedin.com/Teodora,Teodora,EVANS,665,29,168,,11
USG Corporation,70-510-8183,5,91538 Del Sol Trail,Bakersfield,Connecticut,CT,United States,9845582275,Government,36047810,g.co,Associate Creative Director,Female,www.linkedin.com/June,June,DAVIES,956,59,158,,13
UST Inc,70-510-8184,5,91538 Del Sol Trail,Bakersfield,Montana,MT,United States,6832764577,IT Supplier,36047811,g.co,Customer Support Engineer,Male,www.linkedin.com/Sutherland,Sutherland,COUNTY,948,62,84,,10
Valero Energy Corporation,70-510-8185,5,91538 Del Sol Trail,Bakersfield,Montana,MT,United States,7757037706,Construction & Engineering Services,36047812,g.co,Chief Engineer - IT Infrastructure,Male,www.linkedin.com/Hersch,Hersch,PETERS,964,46,74,,17
Valspar Corporation,70-510-8186,5,91538 Del Sol Trail,Bakersfield,New Hampshire,NH,United States,4242711135,Telecommunications,36047813,g.co,Senior Vice President - Marketing,Male,www.linkedin.com/Gil,Gil,RUSSELL,657,55,37,,12
Value City Department Stores Inc,70-510-8187,5,91538 Del Sol Trail,Bakersfield,New Jersey,NJ,United States,2236144793,Telecommunications,36047814,g.co,Deputy Chief - HR,Female,www.linkedin.com/Mary,Mary,CITY,548,47,89,,17
Varco International Inc,70-510-8188,5,91538 Del Sol Trail,Bakersfield,Maryland,MD,United States,8449513980,Health & Community Services,36047815,g.co,Manager Enterprise Services,Female,www.linkedin.com/Yevette,Yevette,ABBOTT,286,51,167,,16
Vectren Corporation,70-510-8189,5,91538 Del Sol Trail,Bakersfield,Virgin Islands,VI,United States,2533157671,Health & Community Services,36047816,g.co,Vice President - SAP,Female,www.linkedin.com/Wilhelmine,Wilhelmine,REED,742,22,109,,7
Veritas Software Corporation,70-510-8190,5,91538 Del Sol Trail,Bakersfield,Virginia,VA,United States,5247755667,"Real Estate, Rental & Leasing",36047817,g.co,Asst Manager - IT,Male,www.linkedin.com/Elliot,Elliot,FOSTER,108,53,194,,8
Verizon Communications Inc,70-510-8191,5,91538 Del Sol Trail,Bakersfield,Connecticut,CT,United States,2666884156,Manufacturing,36047818,g.co,Director - Information Systems,Male,www.linkedin.com/Jessee,Jessee,LONG,100,41,87,,12
VF Corporation,70-510-8192,5,91538 Del Sol Trail,Bakersfield,New Jersey,NJ,United States,5786924953,Banking,36047819,g.co,Head Of Department,Female,www.linkedin.com/Bell,Bell,ROBINSON,978,35,184,,9
Viacom Inc,70-510-8193,5,91538 Del Sol Trail,Bakersfield,Colorado,CO,United States,1205347597,Diversified,36047820,g.co,Senior Vice President - Corporate Technology Centr,Female,www.linkedin.com/Nydia,Nydia,COUNTY,646,32,123,,13
Viad Corp,70-510-8194,5,91538 Del Sol Trail,Bakersfield,New York,NY,United States,4038677911,"Arts, Entertainment & Recreation",36047821,g.co,System Manager,Male,www.linkedin.com/Page,Page,LITTLE,274,30,117,,17
Viasystems Group Inc,70-510-8195,5,91538 Del Sol Trail,Bakersfield,Idaho,ID,United States,5310697515,Information & Media,36047822,g.co,SAP Basis Consultant,Male,www.linkedin.com/Petey,Petey,BALL,990,62,111,,7
Vishay Intertechnology Inc,70-510-8196,5,91538 Del Sol Trail,Bakersfield,Alabama,AL,United States,7226385313,Education Services,36047823,g.co,Chief Manager - HR,Male,www.linkedin.com/Dory,Dory,TODD,119,31,113,,14
Visteon Corporation,70-510-8197,5,91538 Del Sol Trail,Bakersfield,Vermont,VT,United States,8060155796,Telecommunications,36047824,g.co,Owner,Female,www.linkedin.com/Clarinda,Clarinda,BURTON,759,60,75,,16
Volt Information Sciences Inc,70-510-8198,5,91538 Del Sol Trail,Bakersfield,Delaware,DE,United States,2294452733,Transport & Warehousing,36047825,g.co,Deputy General Manager - Global Ent,Female,www.linkedin.com/Christen,Christen,ELIZABETH,557,38,81,,17
